,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
5247,Restaurant 5247,Rural,Mexican,3.8,49.0,27.84,3000.0,29795.0,19.0,599.0,233.8718155157757,5.6,3.0,Yes,4.0,37.0,330380.23
5248,Restaurant 5248,Downtown,Italian,4.9,72.0,48.73,6592.0,71147.0,5.0,,133.4285171973433,1.2,5.3,Yes,44.0,69.0,795986.48
5249,Restaurant 5249,Rural,Italian,4.2,41.0,46.8,2037.0,22780.0,17.0,908.0,292.1951074412047,3.5,3.6,Yes,5.0,16.0,447760.5
5250,Restaurant 5250,Rural,American,4.5,44.0,39.44,2172.0,22884.0,19.0,176.0,88.08154314358438,2.2,9.6,Yes,12.0,4.0,410329.08
5251,Restaurant 5251,Rural,Indian,3.7,36.0,39.95,1765.0,25523.0,4.0,326.0,164.45365012358607,6.6,8.2,No,3.0,13.0,331580.65
5252,Restaurant 5252,Downtown,American,4.3,87.0,37.47,2973.0,29431.0,1.0,76.0,86.35981558810838,3.2,8.8,No,44.0,59.0,730858.37
5253,Restaurant 5253,Rural,French,3.5,44.0,62.53,3118.0,38483.0,14.0,992.0,247.5939365650958,3.5,5.2,Yes,33.0,27.0,633226.03
5254,Restaurant 5254,Rural,Japanese,3.5,37.0,66.56,1436.0,19526.0,17.0,617.0,76.82942300548322,2.9,5.3,Yes,8.0,11.0,566064.62
5255,Restaurant 5255,Downtown,Italian,4.4,78.0,48.89,8161.0,89083.0,14.0,686.0,188.47490085339572,3.2,8.2,No,48.0,39.0,877160.06
5256,Restaurant 5256,Rural,French,4.0,44.0,58.53,2252.0,30617.0,6.0,923.0,76.20156875016642,3.0,4.5,,19.0,23.0,582958.19
5257,Restaurant 5257,Rural,American,4.4,45.0,45.31,2629.0,33519.0,5.0,959.0,163.16547204617746,7.3,5.3,Yes,14.0,17.0,466772.11
5258,,Downtown,American,3.5,89.0,39.71,3211.0,37767.0,3.0,70.0,120.0769977181565,9.6,5.8,No,0.0,74.0,794471.0
5259,Restaurant 5259,,Italian,4.2,52.0,52.6,3576.0,40834.0,15.0,575.0,275.8241894898316,5.4,6.5,Yes,9.0,45.0,631354.9
5260,Restaurant 5260,Downtown,American,3.9,74.0,41.63,3309.0,33096.0,7.0,290.0,63.27394876773971,6.4,6.8,Yes,73.0,67.0,701282.28
5261,Restaurant 5261,Rural,Indian,4.2,32.0,31.55,3542.0,43039.0,11.0,156.0,212.48440745006124,8.4,7.1,Yes,4.0,29.0,248670.5
5262,Restaurant 5262,Rural,American,3.6,31.0,45.33,1275.0,13338.0,10.0,631.0,223.8128082394474,5.3,5.0,Yes,26.0,6.0,328187.33
5263,Restaurant 5263,Rural,Mexican,4.4,31.0,28.8,1646.0,18038.0,14.0,765.0,272.2455255953021,3.7,3.7,No,9.0,17.0,218872.9
5264,Restaurant 5264,Downtown,Japanese,4.6,73.0,65.49,8125.0,88027.0,3.0,589.0,269.4323640777901,9.6,9.3,Yes,12.0,14.0,1078908.22
5265,Restaurant 5265,Rural,American,,32.0,38.3,789.0,14530.0,14.0,930.0,294.2640716518996,9.2,8.4,Yes,13.0,9.0,295819.0
5266,Restaurant 5266,Rural,Mexican,3.6,38.0,28.69,2102.0,25639.0,17.0,270.0,113.47733858677634,3.0,1.0,Yes,3.0,14.0,263220.86
5267,Restaurant 5267,Downtown,French,4.3,81.0,56.02,1810.0,23087.0,4.0,982.0,118.7063440369436,7.3,5.6,Yes,19.0,65.0,1014727.81
5268,Restaurant 5268,Suburban,American,4.4,58.0,41.82,2146.0,25500.0,6.0,663.0,149.32318201940376,6.8,3.5,Yes,,40.0,551345.96
5269,Restaurant 5269,Suburban,Indian,4.4,68.0,33.81,2991.0,37745.0,5.0,116.0,184.39424515911844,6.8,6.8,No,49.0,35.0,524744.31
5270,Restaurant 5270,Rural,French,4.4,41.0,61.92,2117.0,30011.0,10.0,685.0,141.78547965031964,8.5,5.5,Yes,34.0,6.0,581502.53
5271,Restaurant 5271,Downtown,American,3.8,85.0,35.07,4403.0,49201.0,,850.0,235.0741026362172,7.1,1.2,No,22.0,28.0,676496.1
5272,Restaurant 5272,Rural,Italian,3.8,30.0,55.8,3359.0,38778.0,15.0,291.0,52.13626297741332,5.7,7.5,Yes,14.0,24.0,397885.8
5273,Restaurant 5273,Downtown,Mexican,3.5,,26.88,5320.0,52143.0,18.0,573.0,54.41357889454652,8.6,3.5,Yes,14.0,54.0,502661.87
5274,Restaurant 5274,Downtown,Mexican,3.3,79.0,,5925.0,66356.0,1.0,445.0,229.0141899577291,3.4,3.3,Yes,27.0,20.0,576918.3
5275,Restaurant 5275,Suburban,Italian,4.4,53.0,52.87,2958.0,34912.0,4.0,252.0,270.7803056376855,7.1,1.3,No,41.0,48.0,633254.12
5276,Restaurant 5276,,Japanese,3.2,60.0,66.89,2940.0,28424.0,11.0,269.0,244.13686343304585,7.3,8.5,No,27.0,11.0,906745.62
5277,Restaurant 5277,Downtown,Indian,4.9,80.0,31.23,2940.0,38427.0,10.0,740.0,79.27290335696028,8.8,6.2,No,11.0,7.0,573023.09
5278,Restaurant 5278,Rural,Mexican,4.7,40.0,26.68,4165.0,51286.0,,468.0,283.7435067329604,10.0,5.4,Yes,24.0,20.0,265338.52
5279,Restaurant 5279,Suburban,French,4.7,55.0,57.72,4128.0,49693.0,19.0,275.0,180.4781546267253,,7.1,No,31.0,40.0,
5280,Restaurant 5280,Rural,Indian,4.8,44.0,31.85,1328.0,18017.0,10.0,263.0,235.57378802136745,5.4,4.1,Yes,36.0,23.0,326954.6
5281,Restaurant 5281,Suburban,Mexican,3.8,51.0,32.41,1521.0,15886.0,18.0,408.0,100.26154941579468,6.4,6.1,No,4.0,,391393.08
5282,Restaurant 5282,Suburban,Japanese,4.7,70.0,69.63,955.0,13282.0,9.0,550.0,187.19890773353845,6.9,3.2,No,56.0,1.0,1088643.41
5283,Restaurant 5283,Rural,French,3.3,32.0,60.92,1579.0,16295.0,9.0,520.0,132.51520096090405,7.4,1.6,No,30.0,24.0,447940.29
5284,Restaurant 5284,Suburban,Indian,3.0,54.0,30.52,1723.0,,12.0,829.0,293.6901933821822,3.5,6.1,Yes,30.0,28.0,384904.53
5285,Restaurant 5285,Suburban,French,4.6,60.0,64.47,1922.0,19366.0,14.0,68.0,168.54903495317643,5.4,3.0,Yes,39.0,12.0,872611.07
5286,Restaurant 5286,Rural,Italian,3.1,50.0,46.88,1169.0,18148.0,2.0,400.0,238.8942464011728,4.3,7.8,No,27.0,24.0,527237.78
5287,Restaurant 5287,Suburban,American,5.0,61.0,38.96,2136.0,23429.0,10.0,364.0,200.80798408991456,1.3,5.1,Yes,12.0,6.0,539471.37
5288,Restaurant 5288,Suburban,Italian,4.3,52.0,45.79,4055.0,46060.0,18.0,934.0,73.57468718073693,6.5,3.3,No,28.0,46.0,557998.48
5289,Restaurant 5289,Suburban,Indian,4.5,58.0,31.5,2195.0,28303.0,6.0,830.0,185.7319388519072,8.9,6.5,No,39.0,39.0,422637.65
5290,Restaurant 5290,Rural,American,3.5,32.0,42.32,749.0,12720.0,2.0,836.0,185.0539668670023,9.3,2.0,No,20.0,3.0,308633.42
5291,Restaurant 5291,Downtown,,4.3,71.0,52.62,6918.0,71415.0,17.0,725.0,228.92733729414363,5.7,7.9,No,27.0,58.0,861858.83
5292,Restaurant 5292,Rural,American,3.1,35.0,42.45,2562.0,23736.0,18.0,263.0,130.4770041518894,7.9,5.1,Yes,12.0,10.0,356368.95
5293,Restaurant 5293,Downtown,Mexican,4.7,75.0,31.07,6147.0,63979.0,18.0,541.0,265.16302856656614,7.4,8.3,Yes,35.0,28.0,551633.61
5294,Restaurant 5294,Suburban,French,3.3,66.0,65.48,2651.0,33329.0,14.0,271.0,205.6508751740305,3.1,2.2,No,50.0,16.0,973604.55
5295,Restaurant 5295,Downtown,American,4.4,77.0,40.58,8343.0,86281.0,11.0,949.0,59.835328513449625,1.6,4.4,No,40.0,12.0,719137.25
5296,Restaurant 5296,Rural,Mexican,3.4,30.0,29.94,2400.0,30937.0,19.0,318.0,226.70894711613653,7.7,2.6,Yes,20.0,8.0,227476.97
5297,Restaurant 5297,Rural,Japanese,3.1,37.0,67.72,2675.0,30442.0,16.0,133.0,276.74172751045853,3.5,1.6,Yes,13.0,29.0,575930.0
5298,Restaurant 5298,Suburban,Italian,4.0,64.0,46.09,3914.0,40494.0,8.0,792.0,220.7867738263664,5.9,9.6,Yes,14.0,41.0,673762.09
5299,Restaurant 5299,Downtown,Japanese,3.3,87.0,71.03,3012.0,37155.0,18.0,,144.99932609865562,5.7,7.5,No,48.0,,
5300,Restaurant 5300,Suburban,Indian,4.5,62.0,33.46,2154.0,24490.0,3.0,93.0,197.66220765154665,8.4,3.9,Yes,59.0,20.0,470754.72
5301,Restaurant 5301,Suburban,Mexican,3.5,57.0,30.76,2355.0,25755.0,4.0,637.0,92.84956775486798,6.8,3.2,No,30.0,13.0,400394.01
5302,Restaurant 5302,Rural,Japanese,3.7,49.0,67.27,3028.0,36687.0,5.0,926.0,200.31386838977,8.6,2.8,Yes,19.0,26.0,743829.87
5303,Restaurant 5303,Downtown,Japanese,4.1,87.0,74.22,3891.0,45053.0,4.0,898.0,175.24818613373137,7.8,1.4,No,2.0,54.0,1436755.13
5304,Restaurant 5304,Downtown,Mexican,3.6,82.0,36.0,1958.0,20928.0,7.0,953.0,56.53942211442882,10.0,,Yes,38.0,34.0,667919.4
5305,Restaurant 5305,Downtown,French,3.8,83.0,58.55,4808.0,56428.0,6.0,210.0,130.47247155388592,8.8,1.9,No,37.0,39.0,1090516.55
5306,Restaurant 5306,Downtown,American,4.6,84.0,44.27,5149.0,56349.0,17.0,797.0,97.81181227540694,2.9,7.0,No,39.0,11.0,850689.37
5307,Restaurant 5307,Suburban,,3.4,55.0,39.6,1267.0,12876.0,14.0,426.0,147.66298169057077,9.7,6.4,Yes,29.0,7.0,503853.9
5308,Restaurant 5308,Suburban,Indian,3.2,50.0,40.96,2984.0,37598.0,5.0,357.0,110.45810733373716,4.1,6.1,No,7.0,28.0,467115.5
5309,Restaurant 5309,Rural,Italian,3.7,36.0,48.77,3360.0,38712.0,15.0,920.0,258.56217446763105,6.5,7.6,No,23.0,4.0,416685.07
5310,Restaurant 5310,Suburban,American,3.8,,43.32,3621.0,43387.0,10.0,166.0,224.42087225034567,9.5,3.3,Yes,20.0,37.0,501156.09
5311,Restaurant 5311,Suburban,Italian,4.1,64.0,47.52,3402.0,37325.0,2.0,651.0,235.0286854094693,2.9,4.1,No,,18.0,683660.69
5312,Restaurant 5312,Rural,Indian,3.7,35.0,36.87,3611.0,43768.0,12.0,388.0,140.21682754084003,8.7,2.1,No,27.0,34.0,310638.52
5313,Restaurant 5313,Rural,American,4.6,34.0,42.75,4467.0,52496.0,11.0,830.0,50.86159129035221,9.6,6.3,No,22.0,24.0,350218.3
5314,Restaurant 5314,Rural,Japanese,3.1,41.0,73.15,968.0,15883.0,7.0,937.0,104.78842305009954,8.7,9.4,Yes,7.0,17.0,678739.6
5315,Restaurant 5315,Suburban,French,3.9,52.0,57.28,1379.0,16605.0,7.0,815.0,238.8245511079962,8.4,8.8,No,8.0,22.0,674151.79
5316,Restaurant 5316,Suburban,Japanese,3.8,69.0,74.34,2930.0,33441.0,19.0,699.0,200.7092018251992,3.4,6.0,No,36.0,29.0,1159348.89
5317,,Rural,French,4.3,43.0,59.63,3076.0,39897.0,7.0,979.0,184.6445414157576,4.7,6.8,No,13.0,0.0,583627.75
5318,Restaurant 5318,Rural,Mexican,4.9,35.0,27.38,1263.0,20470.0,14.0,656.0,120.12998386868868,7.8,9.9,No,19.0,25.0,238152.42
5319,Restaurant 5319,Rural,Italian,4.0,33.0,50.97,1793.0,22795.0,12.0,716.0,68.93558173009713,2.1,5.7,No,30.0,19.0,392018.97
5320,Restaurant 5320,Suburban,Italian,5.0,64.0,54.5,3147.0,32267.0,10.0,756.0,246.21661755833543,9.0,8.8,Yes,11.0,40.0,793397.35
5321,Restaurant 5321,Suburban,Mexican,3.6,66.0,35.64,2301.0,28876.0,5.0,989.0,59.66389199867021,2.9,5.5,Yes,7.0,40.0,532888.94
5322,Restaurant 5322,Downtown,American,3.1,74.0,43.23,5922.0,64094.0,7.0,374.0,64.78411721564821,6.1,1.4,No,27.0,54.0,727672.71
5323,Restaurant 5323,Suburban,Mexican,3.3,,25.06,2789.0,29846.0,6.0,54.0,123.73380890776046,1.9,9.4,Yes,39.0,53.0,321587.02
5324,Restaurant 5324,Suburban,Indian,3.8,59.0,31.48,1059.0,15742.0,2.0,470.0,193.23341934940345,2.7,2.0,Yes,27.0,44.0,416653.76
5325,Restaurant 5325,Suburban,,3.6,58.0,25.84,990.0,18351.0,13.0,120.0,298.05662914736723,6.3,7.3,,19.0,19.0,351644.15
5326,Restaurant 5326,Rural,French,3.2,33.0,56.11,2015.0,18387.0,16.0,153.0,72.66039384804017,6.7,3.1,No,22.0,2.0,432001.46
5327,Restaurant 5327,Suburban,Indian,3.9,58.0,34.21,2067.0,21548.0,8.0,105.0,168.292699817573,3.4,9.1,Yes,26.0,16.0,454610.14
5328,Restaurant 5328,Rural,Mexican,3.7,37.0,28.72,1318.0,20958.0,13.0,356.0,200.4383257650474,2.1,2.8,No,5.0,26.0,252795.38
5329,Restaurant 5329,Downtown,Italian,3.2,72.0,46.25,2649.0,30931.0,14.0,873.0,255.7763101124133,5.9,2.3,Yes,61.0,19.0,758336.05
5330,Restaurant 5330,Downtown,Japanese,3.6,89.0,74.7,2861.0,30664.0,5.0,545.0,222.4034787787644,8.6,4.9,No,57.0,22.0,1480543.7
5331,Restaurant 5331,Rural,French,4.8,30.0,61.77,3320.0,37674.0,3.0,219.0,251.9353949029415,,5.5,No,4.0,7.0,420960.07
5332,Restaurant 5332,Rural,French,3.6,49.0,63.76,1012.0,12080.0,14.0,190.0,180.61725177958516,7.2,8.4,No,31.0,38.0,712910.0
5333,Restaurant 5333,Rural,American,4.4,34.0,39.09,2700.0,30636.0,13.0,83.0,158.4927008759916,4.5,7.9,No,18.0,0.0,316715.56
5334,Restaurant 5334,Suburban,Japanese,4.2,52.0,69.51,3090.0,34398.0,17.0,405.0,204.68207931883856,9.5,4.0,No,24.0,6.0,824580.08
5335,Restaurant 5335,Downtown,French,3.9,,58.49,5871.0,61085.0,9.0,467.0,275.2177023703323,1.7,4.5,,8.0,3.0,960617.77
5336,Restaurant 5336,Rural,Mexican,3.5,48.0,29.82,2146.0,26520.0,7.0,102.0,187.71179054027223,1.4,6.2,No,0.0,27.0,329821.98
5337,Restaurant 5337,Suburban,French,3.7,64.0,61.71,1894.0,21017.0,18.0,52.0,201.3982797979327,2.1,6.0,Yes,5.0,18.0,892392.54
5338,Restaurant 5338,Downtown,French,4.2,88.0,60.42,4712.0,51361.0,11.0,379.0,134.49403830312855,8.0,8.8,Yes,81.0,5.0,1199404.41
5339,Restaurant 5339,Suburban,French,3.7,65.0,64.22,2368.0,24564.0,16.0,811.0,199.03036138746472,9.3,5.3,No,36.0,25.0,947791.32
5340,Restaurant 5340,Downtown,American,3.4,77.0,44.9,4349.0,46890.0,18.0,668.0,206.94103070411265,8.4,9.0,No,74.0,39.0,799126.4
5341,Restaurant 5341,Suburban,French,3.2,63.0,60.17,1855.0,24047.0,7.0,660.0,238.35637150956177,7.5,2.8,Yes,17.0,36.0,850809.35
5342,Restaurant 5342,Downtown,French,4.8,74.0,57.64,2316.0,24099.0,4.0,854.0,193.04417375324465,1.5,8.8,No,44.0,18.0,953224.47
5343,Restaurant 5343,Downtown,American,3.9,70.0,45.4,6509.0,68223.0,19.0,741.0,99.38757366628104,2.9,3.7,Yes,21.0,20.0,734800.05
5344,Restaurant 5344,Suburban,Indian,4.3,68.0,38.09,2609.0,27852.0,11.0,695.0,195.4815210639492,9.4,8.1,No,,4.0,595434.52
5345,Restaurant 5345,Rural,Japanese,4.0,34.0,72.04,2549.0,27722.0,13.0,198.0,124.46785226908814,6.6,6.1,No,8.0,16.0,563094.4
5346,Restaurant 5346,Downtown,Indian,4.7,72.0,38.2,7436.0,82499.0,6.0,555.0,71.83112376043492,5.2,8.9,No,54.0,37.0,635252.75
5347,Restaurant 5347,Rural,Italian,4.1,46.0,45.84,2518.0,32326.0,13.0,350.0,256.3582828649653,6.9,3.1,Yes,32.0,40.0,489185.94
5348,Restaurant 5348,Suburban,American,4.0,56.0,35.74,2447.0,23995.0,2.0,182.0,66.51802820628046,2.6,7.3,No,5.0,51.0,452501.05
5349,Restaurant 5349,Rural,American,4.8,46.0,36.68,3055.0,34670.0,14.0,308.0,207.92580875653348,9.0,8.6,No,28.0,39.0,401703.88
5350,Restaurant 5350,Rural,French,4.4,42.0,56.62,3505.0,43786.0,13.0,325.0,297.1236532498692,6.9,8.0,Yes,30.0,6.0,551375.88
5351,Restaurant 5351,Rural,French,3.2,43.0,59.63,2002.0,23050.0,5.0,765.0,71.90479286825246,5.2,6.1,Yes,33.0,26.0,581389.38
5352,Restaurant 5352,Rural,Italian,3.4,41.0,46.73,1617.0,22676.0,3.0,110.0,105.03296098822838,5.1,7.1,Yes,17.0,30.0,434664.28
5353,Restaurant 5353,Rural,French,4.6,40.0,64.4,1926.0,19322.0,4.0,980.0,240.2010531586118,8.4,2.8,No,18.0,33.0,582843.5
5354,Restaurant 5354,Downtown,Mexican,4.7,70.0,31.36,6884.0,71503.0,14.0,721.0,74.2235329208434,3.8,2.9,No,55.0,61.0,517079.71
5355,Restaurant 5355,Downtown,French,4.1,72.0,59.05,5483.0,60313.0,18.0,196.0,258.1812563726754,2.2,3.4,Yes,54.0,25.0,968197.5
5356,Restaurant 5356,Downtown,French,4.1,81.0,55.77,7491.0,,11.0,704.0,50.06753058918196,2.7,8.5,No,79.0,69.0,1030798.79
5357,Restaurant 5357,Suburban,Mexican,4.3,58.0,31.5,3741.0,40110.0,19.0,891.0,272.48683513796936,1.7,2.5,Yes,,30.0,432155.5
5358,Restaurant 5358,Rural,Italian,3.9,31.0,46.28,1334.0,21617.0,2.0,874.0,66.70578807943623,5.6,3.7,No,13.0,11.0,326785.49
5359,Restaurant 5359,Downtown,Mexican,4.4,83.0,33.18,4796.0,47662.0,2.0,715.0,280.4949621479884,7.1,9.3,No,50.0,14.0,626443.48
5360,Restaurant 5360,Suburban,,3.2,54.0,43.83,2794.0,32023.0,3.0,887.0,266.13780826267794,9.4,7.8,No,48.0,0.0,539603.57
5361,Restaurant 5361,Downtown,Mexican,4.9,72.0,30.98,5376.0,54436.0,16.0,545.0,184.89077971927415,7.8,7.6,Yes,,61.0,527228.4
5362,Restaurant 5362,Downtown,Japanese,4.5,81.0,66.65,6203.0,62153.0,1.0,672.0,244.48715709939577,6.2,5.1,Yes,67.0,58.0,1211041.75
5363,Restaurant 5363,Rural,American,4.3,41.0,43.66,3869.0,39449.0,10.0,651.0,68.71921197121327,8.8,7.3,Yes,15.0,25.0,
5364,Restaurant 5364,Suburban,French,3.6,70.0,58.39,3043.0,32416.0,6.0,947.0,83.78696298566805,9.0,6.1,Yes,23.0,36.0,920193.01
5365,Restaurant 5365,Rural,American,3.3,36.0,37.45,1723.0,22560.0,17.0,610.0,142.32183588816793,7.4,1.6,Yes,32.0,5.0,323073.95
5366,Restaurant 5366,Rural,Italian,3.8,30.0,50.18,1315.0,16725.0,19.0,993.0,184.3646470212331,1.5,6.2,Yes,1.0,23.0,358531.67
5367,Restaurant 5367,Downtown,Italian,,72.0,55.15,6841.0,76381.0,12.0,465.0,267.0535649433455,3.6,5.1,Yes,41.0,46.0,905763.8
5368,Restaurant 5368,Rural,Mexican,4.3,40.0,28.27,2859.0,28951.0,16.0,180.0,185.6701118778602,4.0,2.0,Yes,17.0,35.0,274211.29
5369,Restaurant 5369,Suburban,American,3.8,62.0,44.96,3295.0,32037.0,2.0,772.0,216.30129562263835,10.0,4.1,Yes,24.0,43.0,630617.55
5370,Restaurant 5370,Rural,French,4.2,39.0,55.59,2601.0,32444.0,15.0,277.0,219.9711050567439,5.2,9.1,Yes,31.0,18.0,
5371,Restaurant 5371,,Italian,4.6,48.0,45.92,,18039.0,19.0,965.0,269.3920318965125,7.9,8.2,No,32.0,,517063.07
5372,Restaurant 5372,Rural,Indian,3.1,33.0,37.68,2071.0,,1.0,814.0,244.18868596839684,8.3,9.2,Yes,27.0,15.0,289718.67
5373,Restaurant 5373,Downtown,French,3.9,74.0,57.1,7167.0,76905.0,6.0,143.0,294.25757462015173,6.9,7.5,Yes,35.0,16.0,956356.45
5374,Restaurant 5374,Suburban,Indian,4.5,60.0,33.48,2220.0,22843.0,18.0,726.0,55.00315954703537,1.2,6.7,No,44.0,10.0,469609.27
5375,Restaurant 5375,Downtown,Japanese,4.1,78.0,66.5,2918.0,34824.0,19.0,670.0,101.957169139189,1.2,2.3,No,15.0,3.0,1165358.2
5376,Restaurant 5376,Downtown,Indian,4.3,82.0,33.65,3886.0,47775.0,3.0,965.0,282.6114338579601,8.4,2.0,No,37.0,79.0,626537.85
5377,Restaurant 5377,Downtown,Italian,4.0,86.0,48.09,5806.0,65909.0,5.0,621.0,248.05505517572016,7.7,3.2,Yes,1.0,8.0,929856.32
5378,Restaurant 5378,Downtown,,5.0,84.0,33.1,2229.0,25375.0,3.0,147.0,116.84068650873732,5.8,3.8,Yes,1.0,73.0,624063.25
5379,Restaurant 5379,Downtown,Japanese,3.1,82.0,72.72,5568.0,61493.0,7.0,236.0,293.5616637801169,3.2,6.5,Yes,53.0,38.0,1336271.93
5380,Restaurant 5380,Suburban,American,,70.0,45.5,1942.0,28351.0,7.0,797.0,267.47025680867904,1.8,8.9,No,12.0,66.0,719338.55
5381,Restaurant 5381,Rural,French,3.2,40.0,62.97,868.0,11868.0,1.0,642.0,,2.5,9.0,Yes,9.0,19.0,
5382,Restaurant 5382,Downtown,Italian,3.3,70.0,52.64,1676.0,17261.0,13.0,603.0,252.82746123788607,6.2,7.1,No,67.0,46.0,837152.57
5383,Restaurant 5383,Downtown,Japanese,3.8,77.0,72.64,3704.0,41129.0,13.0,712.0,246.121903337668,5.9,6.2,,28.0,27.0,1257009.97
5384,Restaurant 5384,Suburban,Japanese,3.3,54.0,74.71,1277.0,19940.0,15.0,474.0,105.28826286930288,,3.2,No,51.0,0.0,912541.17
5385,Restaurant 5385,Suburban,Italian,4.9,65.0,48.26,4010.0,43457.0,19.0,634.0,217.31162777202616,9.6,9.4,,13.0,35.0,727253.43
5386,Restaurant 5386,Rural,American,4.9,33.0,38.3,4827.0,50914.0,7.0,588.0,292.5564797578317,6.2,7.0,,30.0,24.0,303424.5
5387,Restaurant 5387,Suburban,American,3.7,68.0,43.15,1949.0,20543.0,17.0,642.0,218.9671991121967,8.6,5.8,Yes,43.0,49.0,675994.25
5388,Restaurant 5388,Rural,Mexican,4.3,47.0,,3996.0,40908.0,10.0,794.0,253.44129737491252,8.3,1.9,Yes,27.0,20.0,309284.2
5389,Restaurant 5389,Downtown,Indian,4.1,71.0,40.03,7345.0,74229.0,19.0,223.0,74.84662994023145,7.8,8.4,No,26.0,38.0,667263.34
5390,Restaurant 5390,Downtown,American,4.6,82.0,40.88,4317.0,47772.0,18.0,834.0,231.86469733761572,4.9,4.1,No,62.0,49.0,771692.82
5391,Restaurant 5391,Rural,Mexican,4.3,45.0,28.3,1312.0,17750.0,8.0,674.0,101.18867842696446,4.5,9.1,No,0.0,22.0,298522.6
5392,Restaurant 5392,Suburban,Indian,3.0,57.0,38.54,2441.0,26376.0,8.0,947.0,67.9635431133989,3.4,2.5,Yes,52.0,52.0,502927.28
5393,Restaurant 5393,Rural,Japanese,4.5,48.0,68.44,1915.0,21391.0,9.0,811.0,188.0193561147578,9.4,1.4,No,38.0,5.0,742348.25
5394,Restaurant 5394,Suburban,Italian,4.5,52.0,55.6,1460.0,14953.0,13.0,812.0,237.65277814934512,8.5,4.9,No,2.0,18.0,658546.45
5395,Restaurant 5395,Downtown,American,4.0,88.0,45.81,3918.0,44515.0,13.0,576.0,186.68621636125928,2.6,1.7,Yes,11.0,9.0,908171.27
5396,Restaurant 5396,Suburban,Mexican,4.8,66.0,32.33,4231.0,50894.0,2.0,935.0,282.8992184941117,3.3,1.6,No,61.0,15.0,484966.1
5397,Restaurant 5397,Rural,Japanese,4.8,38.0,66.25,1366.0,16866.0,7.0,534.0,223.91658639151728,6.2,7.4,No,,12.0,571544.05
5398,Restaurant 5398,Rural,American,4.0,50.0,37.9,2936.0,31312.0,7.0,218.0,79.39370599887391,4.7,3.3,No,27.0,21.0,434229.8
5399,Restaurant 5399,Downtown,French,4.2,90.0,60.67,3274.0,37003.0,1.0,634.0,283.6295485021868,,6.7,Yes,18.0,65.0,1214670.46
5400,Restaurant 5400,Suburban,Japanese,5.0,66.0,74.37,2878.0,37991.0,14.0,831.0,88.22199561369291,8.1,6.1,Yes,51.0,41.0,1110764.57
5401,Restaurant 5401,Suburban,American,3.6,50.0,37.03,722.0,15596.0,6.0,825.0,239.5638608993484,1.0,2.3,Yes,33.0,25.0,418789.04
5402,Restaurant 5402,Suburban,Japanese,3.6,53.0,66.15,1057.0,14081.0,13.0,893.0,87.13591982577248,4.1,4.5,Yes,21.0,4.0,790832.35
5403,Restaurant 5403,Downtown,Italian,3.4,84.0,45.82,4596.0,46231.0,1.0,952.0,299.6450689498645,9.4,1.6,Yes,36.0,36.0,863813.31
5404,Restaurant 5404,Suburban,Italian,4.8,61.0,50.58,4440.0,53482.0,3.0,628.0,133.04687703164493,7.8,4.8,No,30.0,21.0,698167.9
5405,Restaurant 5405,Rural,Italian,4.5,46.0,54.73,3541.0,,15.0,971.0,173.9823305153517,4.6,2.6,No,38.0,17.0,581990.47
5406,Restaurant 5406,Suburban,,3.2,61.0,30.47,984.0,12247.0,18.0,820.0,166.70937674618813,9.4,1.9,Yes,28.0,28.0,436133.4
5407,Restaurant 5407,Downtown,French,5.0,85.0,57.34,7993.0,84696.0,10.0,479.0,75.47430121891672,9.1,3.9,No,27.0,18.0,1103646.7
5408,Restaurant 5408,Suburban,Italian,4.5,62.0,52.63,3838.0,46097.0,15.0,181.0,173.5037499986471,1.5,1.0,No,49.0,3.0,742020.75
5409,Restaurant 5409,Suburban,French,4.7,60.0,64.08,3203.0,34778.0,8.0,173.0,87.37649857514275,2.2,7.8,Yes,36.0,7.0,864656.04
5410,Restaurant 5410,Rural,Italian,3.1,44.0,53.88,2212.0,29033.0,5.0,785.0,,4.5,2.4,No,2.0,26.0,535485.97
5411,Restaurant 5411,Suburban,Indian,4.0,65.0,38.64,1677.0,24678.0,9.0,223.0,289.57835835238586,9.4,6.6,Yes,36.0,54.0,574713.4
5412,Restaurant 5412,Rural,Japanese,4.4,35.0,66.43,2627.0,28330.0,1.0,,252.0146103413677,8.6,8.5,No,12.0,28.0,528412.15
5413,Restaurant 5413,Rural,American,4.1,40.0,39.37,3402.0,40787.0,19.0,436.0,157.7659988514668,1.4,9.3,Yes,21.0,32.0,379332.16
5414,Restaurant 5414,Downtown,American,4.3,84.0,,8451.0,85551.0,8.0,190.0,50.5928492385977,5.6,6.0,Yes,48.0,6.0,876697.55
5415,Restaurant 5415,Rural,Italian,4.6,34.0,55.88,4513.0,47802.0,5.0,697.0,59.16086516484913,7.5,8.1,No,22.0,3.0,440833.08
5416,Restaurant 5416,Rural,American,3.7,32.0,41.63,2305.0,29653.0,18.0,489.0,173.75878623454474,3.5,5.1,Yes,1.0,25.0,321043.57
5417,Restaurant 5417,Downtown,Italian,4.7,71.0,52.8,7507.0,81495.0,9.0,791.0,219.87182533507723,7.5,5.4,No,20.0,58.0,857472.85
